プロローグ,神父ジムゾン,占い師,ねぇ僕は地毛じゃないんです本当にごめんなさいそっくりにできてるもんでよく間違われるのです
プロローグ,神父ジムゾン,占い師,カウントダウンTVをご覧の皆さんこんばんは綾野剛です
プロローグ,旅人ニコラス,村人,やあ
プロローグ,少年ペーター,村人,やっほっほー
プロローグ,パン屋オットー,人狼,ほっほっほーみんないらっしゃい。僕のパンをお食べ。［うぐいすパン］［あんパン］［クリームパン］［チョココロネ］［メロンパン］［焼きそばパン］［チョココロネ］［チョココロネ］［たまごサンド］春のオットーパン祭りだよ。シールを集めてチョココロネをもらおう！
プロローグ,神父ジムゾン,占い師,チョココロネは至高でございます。あと海藻パンをください！！
プロローグ,神父ジムゾン,占い師,沈黙時間はどちらでもいいですが、今日は花の金曜日というパン祭りですので更新立ち会えないかもしれません。
プロローグ,行商人アルビン,村人,マインドスキャ～ン
プロローグ,少女リーザ,狂人,わーチョココロネが3つあるしおまけもチョココロネーたまごサンドくださーいレジーナさんが目を覚ましたら今日始まりそー
プロローグ,少女リーザ,狂人,沈黙時間に話すことでアピになるかもしれないしー告白までに15分開けることで焦りも減るんじゃない？って感じーこころに棚を作るの！あと、更新時間はわたしも馬車の中から鳩を飛ばすことになりそうなの
プロローグ,村娘パメラ,村人,良い子のみんなー！パメラお姉さんだよー！
プロローグ,村娘パメラ,村人,そういえば、今は日本三大奇祭の一つ、春のパン祭りの季節ね。パンを買って、シールを集めて、お皿をもらうというお祭りよ。毎年あのお皿をもらう人とかっているのかしらね。皿だらけになりそうな予感。オットーのところはお皿じゃなくて、チョココロネみたいね。
プロローグ,羊飼いカタリナ,村人,こんにちわー
プロローグ,青年ヨアヒム,村人,やあ、だいぶ人も増えてきたね。僕はチョココロネをいただくよ。
プロローグ,農夫ヤコブ,村人,よろしくだ
プロローグ,負傷兵シモン,人狼,よろしくな。
プロローグ,老人モーリッツ,村人,ふぉっふぉっふぉ
プロローグ,宿屋の女主人レジーナ,狩人,ｽﾔｧ…
プロローグ,少女リーザ,狂人,わー、フルメンバーくるかなーレジーナさん起きてーw
プロローグ,パン屋オットー,人狼,わあ！こんなに人が来るなんて……どうしよう！チョココロネが間に合わないよ！
プロローグ,青年ヨアヒム,村人,もうチョココロネだけ焼き続ければいいんじゃないかな。オットー春のチョココロネ祭り
プロローグ,木こりトーマス,霊能者,チョココロネを食べるとチョコがあふれて皿になるのか･･･？チョココロネかチョココルネ、ファイアーエムブレムかファイヤーエンブレム･･･。
プロローグ,木こりトーマス,霊能者,なお俺は、チョココロネは巻いてあるのを引き伸ばしてスティック状にしたうえで、チョコソースを適宜つけながら食べる系な男子だぞ。23:00目安にまた来るか。フルメンになるといいな！来ちゃだめだっていわれても、来るぞ。
プロローグ,老人モーリッツ,村人,沈黙時間に関しては、わしはかまわんぞい
プロローグ,宿屋の女主人レジーナ,狩人,ｽﾔｧ…(起きてたら立ち会うけど、朝まで沈黙してるかも)
プロローグ,宿屋の女主人レジーナ,狩人,ﾓｳﾀﾍﾞﾗﾚﾅｲ…(あ、沈黙時間は構わないわよ。一回やってみたかったのよね〜)
プロローグ,老人モーリッツ,村人,WDT（わおーんディスカッションタイム）じゃろしっとるしっとる
プロローグ,少女リーザ,狂人,らららコッペパン♪いつも変わらない味♪チョココロネの頭はチョコが見えてる方なんだよ♪それじゃ23:00から告白タイムってことでー
プロローグ,木こりトーマス,霊能者,すごーい、モリは賢いおじーさんなんだねー！でぃすかっしょんっていうんだー、うーん。わかんないやー。たのしそー！　ねーねー、わいわいやっているのかなー？
プロローグ,パン屋オットー,人狼,モリ爺ハイカラな言葉知ってるね。もうパン屋やめてチョココロネ屋になろうかな。
プロローグ,行商人アルビン,村人,沈黙時間、私は構いまセーン。
プロローグ,シスターフリーデル,人狼,屋>>52おや。チョココロネもパンですから結局パン屋ですわ！私もチョココロネ頂きますねー
プロローグ,行商人アルビン,村人,オットーボーイ、チョココロネいただきマース。トーマスボーイ>>45私はゆで卵を周りの白身を先に食べて、最後にきれいに残った黄身を食べる系男子デース。
プロローグ,少女リーザ,狂人,あれね、いわゆるハードボイルドアルビンさん白いっ!(･･･アルビノ？)
プロローグ,シスターフリーデル,人狼,妙>>56むむむ。恐らくアルさんの食べ方は「白を先に襲撃し、黄色を残すのが有利な陣営」に属してるゆえなのだと思います。多分占ったら黄色が出ます。
プロローグ,農夫ヤコブ,村人,WDT？いいだよ。15分間沈黙でいいだか？
プロローグ,木こりトーマス,霊能者,>>55　アルビン茹ですぎると黄身の周りが黒く変色するが、その硫化題一鉄部分の0.5mm部分も剥ぎ取って愛でているのだろうと推測するぞ。半熟もかた茹でも、みんな違ってみんないいよな。
プロローグ,少女リーザ,狂人,はい!ヤコブさんそれで揃えましょー>>57なんだか占うと緑になりそうですぅ
プロローグ,木こりトーマス,霊能者,わいるど、だーてぃー、つあーはっじまるの、かな？すごーい、たのしそー！
プロローグ,木こりトーマス,霊能者,銅が酸化して緑になるといった具合か？
プロローグ,少女リーザ,狂人,思いっきり独り言話せるね☆
プロローグ,木こりトーマス,霊能者,別に、沈黙提示のアナウンスとかはしなくてよさそうかな。
プロローグ,シスターフリーデル,人狼,えっとWDT、私も把握してます。こう、アレです。トマさんを崩壊させる魔法の言葉ですよね。>>51また23時ちょいくらいに戻って参ります。
プロローグ,少女リーザ,狂人,最初に私がアナウンスしてみる
プロローグ,木こりトーマス,霊能者,･･･始まらない？って、1時間勘違いしてるじゃないか。やだーっ胸のドキドキを返して。
プロローグ,少女リーザ,狂人,わたしも１時間勘違いしてたw
プロローグ,パン屋オットー,人狼,スタートの合図はうっかりーズに任せるよ
プロローグ,木こりトーマス,霊能者,スタートの合図、うっかりーズが鳴らせば笑顔でみんな幸せ。
プロローグ,少女リーザ,狂人,ただいまースタート文も用意して準備おっけーよこんどこそー
プロローグ,木こりトーマス,霊能者,(かぶったらどうしよー)
プロローグ,村娘パメラ,村人,ただいま。23時まで発言しないでおけばよいのかな。
プロローグ,少女リーザ,狂人,はい、そうですよー
プロローグ,羊飼いカタリナ,村人,ただいま、23時まで発言しない縛り？りょうかいだよー
1日目,楽天家ゲルト,村人,ふぁーあ……ねむいな……寝てていい？
1日目,少女リーザ,狂人,ついにフルメン16人で始まりました♪みなさん一週間よろしくねーわたくし司会のリーザですこれからＷＤＴ１５分が始まります!23:00からFOで占い師＆霊能者のCO/非COしてね開始が23:00～だけで普通と同じと考えてください遅れても吊らないから大丈夫!たぶん焦らないでよく職業とか確認してCO文考えましょーそれではスタートっ☆ミ
1日目,木こりトーマス,霊能者,23:00まで、WDTです。(WDTについては、老>>49)　∧＿＿∧ （ ´・ω・`)　 (○) ,( ヽ∩∩ノ),、ヽ|〃,,, “““ ““ ““ ““ ““ ““ ““ “``““ ““開幕まで少々お待ちください。
1日目,神父ジムゾン,占い師,おっ占い師です。地毛じゃないですが。
1日目,村娘パメラ,村人,>>77リーちゃん２３時からＦＯなの？それって、２３時から決めることでは？そしてジムゾンが占いＣＯね。さらに喋りだすパメラちゃん。沈黙派にとっては、出だしから想定外よね。まあ、よくあることですｗ
1日目,少女リーザ,狂人,最近フルメンバーだとほぼFOだったから焦ってRCOで失敗しても何だかなーって感じ？ジムゾンさんはお祭りで仕方ないのかなぁってことで(>_<)
1日目,負傷兵シモン,人狼,あーもう、別にいいんだけど沈黙時間って決めるんだったらしゃべるのは我慢しようや。一回きり出ちゃうのは仕方がないけどさ。まじめに沈黙してた人がばかみたいだ。俺は【非占霊】
1日目,村娘パメラ,村人,>>81ん？噛みあってないかな。ようは、霊潜伏なしってことまで決定事項なの？って質問だったのよね。
1日目,少女リーザ,狂人,——わたし、視えるんです。誰もいない放課後の教室。黄昏時の元殺人事件現場。ないはずの視線が気になる夜のお風呂場。亜麻色の髪をなびかせて。そう、霊的スポットにいつもいる。【わたし霊能者なの!】
1日目,行商人アルビン,村人,私は占い師ではありまセーン。占いの数次第で霊潜伏は視野に入れマース。神父ボーイのRCOは要素にはとりまセーン。では徹夜の麻雀大会に参加しつつ、ちょくちょく覗くことにしマース。
1日目,村娘パメラ,村人,【非占】
1日目,神父ジムゾン,占い師,本当にごめんなさい！！！完全に頭から吹っ飛んでおりました。居酒屋のトイレで反省するヅラを罵ってください。
1日目,青年ヨアヒム,村人,【非占霊】潜伏がどうのこうの話しても結局いつもFOになるから、サクッとFO希望だよー
1日目,羊飼いカタリナ,村人,ジムさんの占coは見ているよ。まぁ、プロロ見ていないのかもしれないし狼か、非狼か、というよりは個人要素だろうねもし狼であるならば、“赤相談なしに”COしたという点それなりに自信のある騙りか、わりと自己中心的な性格かってところだね。あ、私は霊潜伏も視野で占先し推しておきますね。【非占です】
1日目,農夫ヤコブ,村人,ざっと見、占いも霊も出てるだか？【非占霊】だべ。
1日目,村娘パメラ,村人,>>82シモン君いやいや、言いたいことはわかるのだけど、ＦＯ村までプロでの決定事項なんて聞いてないと思ったし、確認しただけだよ。パメラお姉さんには沈黙守るよりも優先するものがあったのだよ。んで、霊も回しちゃうよ。【非霊】
1日目,少女リーザ,狂人,あー、非霊もおねがいしますー
1日目,老人モーリッツ,村人,ま、いたし方あるまい。ジムゾンも悪気があってやったわけではないじゃろう>>パメラ単純に23;00からCOをまわそうという程度の意味じゃろう潜伏したい人は勝手にするじゃろうしということでワシは【占いでも霊能でもない】ぞ
1日目,負傷兵シモン,人狼,ジムゾン狼はきっていいちゃう？いやまあＲＣＯしない狼がいないとは言わないけど可能性低いやろ。>>87の感情の出し方は真ポイかなっと。リーザの霊確認。
1日目,パン屋オットー,人狼,【霊CO】【妙の対抗確認】さくっと回しちゃっていーんじゃない？潜伏する気なかったし。
1日目,シスターフリーデル,人狼,神父様の占いCO見つけました！ふむふむ、これは性格要素として取る分にには大丈夫そう…？あ、残念ながら私は占いできなかったみたいです。【非占】
1日目,木こりトーマス,霊能者,んー。ジムの占CO確認していた。シモは、まじめに沈黙していたらしいがややフライング。んで、占回して～になるかと思ったが。リズが騙ってるので【霊CO】。ジム真=狂＞狼印象。リズは狂本命だが、わからんな。他に対抗来るかもしれんし。集計くらいなら協力するが、独断での決定はしないことを確約しておくぞ。
1日目,羊飼いカタリナ,村人,あ、霊も回ってるんだ【非霊です】ん、リズちゃんのこのタイミングでの霊co非狼っぽいねまぁ、確定するかもしれないしあとはだらだらっとCO状況追ってます。
1日目,村娘パメラ,村人,１−３か。笑える陣形ですねｗ
1日目,シスターフリーデル,人狼,リズさんの霊COも把握です。幽霊さんと会話できたら楽しそうなのになぁ…【非霊】
1日目,少女リーザ,狂人,1-3って斬新これは初めての体験ね
1日目,負傷兵シモン,人狼,１−３ね。なるほどなるほど。霊撤回は認めたくねーなこれ。
1日目,農夫ヤコブ,村人,神−妙屋樵？
1日目,羊飼いカタリナ,村人,あれ、1—3？珍しいねスライドや撤回とかある人は本人のタイミングで理由を添えてどぞー。
1日目,村娘パメラ,村人,あんまりやることないですね。スライドしたいならお早めに。その場合、理由を詳細に述べてほしいですね。詳細に述べても真切る勢いですがｗ
1日目,行商人アルビン,村人,霊3co見えまシータ。霊ロラ狩保護でーす。潜伏する気がなかったのに少し様子見したオットーボーイが気になりマース。★ちょっと様子見した理由があれば教えてくだサーイ。
1日目,老人モーリッツ,村人,村騙りですって撤回する霊能がいたら、霊能ロラより前に吊るくらいでええぞいこのまま占いがジムで確定したら、WDTが成立しなかった失敗が取り戻せて平和じゃの
1日目,村娘パメラ,村人,霊能諸氏はスライドの有無について発言プリーズ。さて、伏せ占いからの霊ロラですかね。手順好きは適当に進行について解説しててください。
1日目,青年ヨアヒム,村人,神占、妙屋樵霊CO確認したよー1-3？撤回なければ霊ロラしたいねえ。
1日目,木こりトーマス,霊能者,オトも霊COしているのを確認。1-3とかなら滾るな。★仮21:45、本22:15でいいか？疑問点は多方向にぶつけさせてもらう。複霊進行になったので、質問が飛んで来ないかもしれないが、きたらほいほいと答えていくぞ。夜明け前にも言ったが、GW(ごっついうぃーく)とやらは俺の世界にはないので不定期だが。当然なんだが、【非占】も表明しておいたほうがいいのかな。
1日目,少女リーザ,狂人,これは霊能ローラー展開かしらぱっと考えて2番目のトーマスさんが狼な感じ？
1日目,負傷兵シモン,人狼,進行はわからない人いないようなのでその通りやっていけばいい。俺らやることって特にないんだよな。ジムゾン分からなければいろいろ聞けばいいよ。誰かしら答えてくれる。
1日目,村娘パメラ,村人,チョココロネ屋さんが発言ないんですけど、人外だからでしょうかね。ざっくりした感覚としてはシモン君の反応が村っぽいかな。いまごろ赤ログはプチパニックでしょうか。
1日目,負傷兵シモン,人狼,決定とかいらなくね？ジムゾンの一言で決めればええんだし。あージムゾン、占いは狩ぽくないとこ狙うようにな。まああんまり考えすぎなくてもいいけどな。狙う素村だよな。
1日目,シスターフリーデル,人狼,おお、1-3ってことは占い師がまとめ役になるって感じですよね。神父様はまとめ役は大丈夫そうですか？言ってくださればまとめでお力にはなれなくとも、ヅラの手入れのお手入れなら力になれると思います。☆霊スライドに関しては1-3陣形ならありえるなぁと思いつつ。分かりやすい理由があれば私はOKです。
1日目,羊飼いカタリナ,村人,んー…なんというか、もし霊co者に狼がいるんだったら相当、あの、狼陣営が拙いですよね、これ。占１CO状況で狼の霊coはかなりの悪手ですし赤相談があって占狂—霊狼の陣形を狙いましょうってこの編成ではちょっとないなーって思います。まぁ村騙り入ってるかもしれないけれど。とりま、状況動くまでぼんやりしてます。ジムさんが確定した場合、その時に戦略のお話しましょ。
1日目,老人モーリッツ,村人,>>111すごく申し訳ないんじゃが、霊能の誰が狼とかはどうでもいいわい狼的に相談して霊能騙りを決めたのなら、そういう狼は誰になるとかを霊能視点で推理してくれるのならまだありがたいいまは発言もそんなに無いから難しいじゃろうから、明日からの
1日目,村娘パメラ,村人,>>116羊飼いさんまあ、霊に出る村騙りとかその時点で初回吊に当てたくなりますね。霊から占いスライドする占い師も同じようなもんですが。
1日目,負傷兵シモン,人狼,んじゃ俺はもう寝るぜ。残りの３人からＣＯあると狼ぽいなとは言っておこう。理由は言わんが。
1日目,村娘パメラ,村人,パメラお姉さんの予想としては、チョココロネ屋さんは狂人かなあ。黙ってるのが怪しいし、暫定で明日の吊希望はチョココロネ屋さんですね。吊ったらきっとチョコがはみ出してきますね。
1日目,少女リーザ,狂人,うーん、普通に考えてローラーして行けば良いでしょう占軸で行けば良いしかなり有利とりあえず喉セーブするねー
1日目,宿屋の女主人レジーナ,狩人,ふぁーあ……ねむいな……寝てていい？ｽﾔｧ…(【非占霊】よ〜。1-3って初めてでワクワクしちゃうワ笑これは…▼霊)
1日目,木こりトーマス,霊能者,>>106　ビンの発言は俺にとってはしょんぼりーんだが、未来に目が行っていて白め。リナ>>116「拙い」も、自尊心が強そうなら出なさそう。撤回も出ずに異論出なかったら、2d～の吊は『好きまたは嫌いもしくは偽だと思う霊能者のランダム吊り、投票先は遺言か翌日開示』を希望しておくぞ。少しは情報がでるだろう。★パメ>>113　シモ村っぽいは>>102か？似たような印象を受けたのはいないかな。
1日目,青年ヨアヒム,村人,普通に事故っぽいなと思いつつ、パン祭りくんが喋らないのはやっちゃった感からかなーということでパメラお姉さんに1いいねをしておこう。陣形決まらなそうなら僕も寝ちゃうよ。ネオチーはすぐそこに…！
1日目,宿屋の女主人レジーナ,狩人,ｽﾔｧ…(仮に1-3なら占い先伏せ、黒引いた時だけ発表する形がいいんじゃないかな。灰襲撃してもらいたいじゃない？しかし事故っぽいニオイがプンプンするワ（╹◡╹）狼が真狂-真狼を狙い…狂が真狼-真狂を狙った末の悲劇なのかしらん。まだ2人喋ってないけど、この陣形でやってみたいから確定してほしいわねｗ)
1日目,パン屋オットー,人狼,ごめんちょっと襲われてた。アル☆気づいたら始まってたんだよ…。パッション妙狂樵狼かな。霊ロラするなら今のところ樵から希望だけどジムに任せるよ。年旅待てそうにないから僕も寝るよ。おやすみー。
1日目,羊飼いカタリナ,村人,>>118パメちゃん占いを騙る霊能は無きにしもあらずなんだけどね……霊を騙る村も戦略的にないわけじゃないけれど撤回した後に、結局、村か狼か妥当な判断ができないから吊りましょうってことになり勝ちですよね。ちょっとトマさんに一つ確認しておきたいことが★トマさんリズちゃんを狂めってどうして思いました？
1日目,老人モーリッツ,村人,ジムゾン真なら普通に確定するじゃろ旅年に狼がいたとしても、ここから占いCOしたところで、占い真確定させないために無理に出てきた感がでるじゃろうから印象がわるくなる潜って狩探ししたほうがマシじゃろ
1日目,少女リーザ,狂人,ちょっと話過ぎちゃった･･･@12後の話は陣形が揃ったらねもう眠くてダメ･･･おやすみなさーい
1日目,木こりトーマス,霊能者,>>127リナなんとなく。強く陣形に切り込みたいと思わなさそうというか。言語化難しいな。おそらくリナの聞きたいだろうことが俺に伝わってないと思われるので、喉端でオマケ質問してくれたら俺が喜ぶ。雑感:拍子抜け　である。霊能者騙っている狼から仲間を補足できる自信があるのでもなければ、あまり霊に意識が行くのは建設的じゃないかもしれないなとは思う。リナ宛ではないけどな。ニコペタ待ち。1-5？
1日目,老人モーリッツ,村人,撤回がないの確定みたいじゃから、あとは皆でカバディしてれば良いと思うぞい
1日目,宿屋の女主人レジーナ,狩人,ｽﾔｧ…(カバディカバディカバディカバディカバディカバディカバディカバディカバディカバディカバディカバディカバディカバディカバディおやすみなさい♡)
1日目,羊飼いカタリナ,村人,これは確占のにほひ…？もしそうなら、ジムさんは２ｄは占い結果伏せで、３ｄに生存確定なので白引きなら３ｄに占い結果を公表しませう。わざわざ村から食い先の確白を狼に示すことはないですよ。>>130トマさんあ、それでちゃんと伝わってます。大丈夫です。なんというか建設的じゃない感じや、リズさんが狼なら、霊coはしなさそうというイメージがトマさんの中にはあったわけですよね？
1日目,村娘パメラ,村人,☆>>123きこりんシモン君の村っぽい反応としては、>>102もそうだし、>>112もだね。他の発言もこの状況での村っぽい動き。あと、反応の速さと発言の密度ってのもあるかな。1-3になってしまって赤ログ側に意識がとられる瞬間に白ログで陣形確認＋＠の発言をしている。他に同じような感触となった人はいないね。せっかくだからキャッチボール★きこりん質問意図を教えてほしいな。
1日目,木こりトーマス,霊能者,ジムの毛については、[神真狂仮定で]あれを見て占い対抗に出るのはやり辛いと思う狼って誰？ って。(きっと、狂人ならやってくれる!)って思うものかと。ニコペタから占い対抗が出れば、普通に集計して占うなりゾーンなり。対抗なくても、ちょいジムは支えが必要そうなので初回は指定がいいか。以降集計は余裕がある者に任せたい。村に2喉くれ的な。モリ>>117すごーい、興味あることとないことをきっぱりしてるね！
1日目,村娘パメラ,村人,>>127リナちゃんんー、私としては、霊に出る村騙りとか、霊→占スライドとかは、戦術的にはイマイチだと思ってますねー。見たことはあるけどねー。占い方法はだいたい意見でてきてるけど、・伏せ自由。・白引き狙い・黒引きなら即発表、白なら３ｄ終盤での遺言発表。・狩り候補は占わない・襲撃されそうな灰は占わないってところがベタな方法ですかね。
1日目,木こりトーマス,霊能者,>>134　パメん。多弁気味なあたりだとパメちんが占い希望ゾーンなんだよ☆なんか個性を掴みにくそうだなって。でも、大丈夫。パメちんの得意なことを伸ばしてくれればそれでいいから。(生き延びろ)投げ返すか。パメちんは、シモンを見やすいって思うのかな。瞬発力が違えど共感するところがあるとか。最終局面まで残っていて、たとえばシモンを疑わなくてはならなくなっても見極める自信があるか、つか。@13
1日目,村娘パメラ,村人,>>137きこりんかわいいパメラお姉さんのことを占い希望ゾーンってことだけど、そもそもそれって黒狙い？確占なら白狙いの方がよくない？それとも１−３だと黒狙いの方がいいのだろうか。んで、かわいいという私の個性をつかみきれてないとはきこりんもまだまだだねｗあと、最終局面とか私はそんな考えてないなー。その前に狼が絶滅するんじゃないの。そろそろ寝るのです。おやすみー。
1日目,木こりトーマス,霊能者,16>15>13>11>9>7>5>3or4>ep縄7内、3縄霊に使用。白狙いのがいいのかどうかは、ちょっと理解しがたいな。>>133リナ　うーむ。リズは自由が好きそうだなというか。かと言って負けず嫌いではありそうだし、狼なら生き延びる道を選択しそうかなーといった。かといってオト(狼仮定)切捨てとかもったいない気もするが。ま、屋狼かもなと。でも繋がる可能性も低いし推測は得策じゃなさげ。
1日目,木こりトーマス,霊能者,あ、パメっちは台所にごま油を用意してない系かわいい女子だ。手におえん。灰に任せる。会話のネタがあれば、相手にはなる。>>138　その前に絶滅する系狼それは、うーん。同意はしないかな。会話渇望意識があるようだし。明日でも明後日でも、パメちんの信じたくなったシモン白要素みたいなのの発表があれば興味がある。他に、パメちんが黒く思った誰かな作文もね。黒ありそう程度も黒狙いになるなら[はい]。
1日目,羊飼いカタリナ,村人,1-3、2-3、どちらでもパメちゃんは占わなくていいと思います。(霊から撤回orスライドがある場合だけ考え直しますが。)パメちゃんが夜明け後に赤でいてこういう状況になるような狼には見えないんですよね。>>139トマさんじゃあ、リズちゃんの印象から考えて「狼ではこういう動きはしなさそう」って思ったということですね、了解です。
1日目,行商人アルビン,村人,私は白狙いというか、「明らかに黒いところは直吊りでいいので占う必要はない」という感じデース。ただ、確占状態なので、神父ボーイが白っぽいと思って、かつ狩人っぽくなければ黒目の位置でも占うのもありデース。スケープゴートを保護しマース。パメラガール、★白狙いとはどういう意味で話してましたか？占い先伏せには賛成デース。カタリナガール、私はパメラガールはある程度警戒してマース。
1日目,木こりトーマス,霊能者,>>141　リナ了解していただいていいのかどうか。灰に目を向けて欲しくはあるが俺の個人的達成感を狙うなら。リズ無責任じゃなさそうじゃないか？　といってオトが無責任とか言い出したいわけでもなく。まあ、灰雑感をこぼすなら。パメの尖った甘さを削ぎ落としたのがリナといった位置付けかな。>>141なんとなく面白がっているとかなら理解している。先も見ている。ただ、どう切り抜けたいという意思が見辛い。
1日目,シスターフリーデル,人狼,寝る前にぼやっと羊さん＆娘さんの樵さんへの追求を見つつ言語化は上手くできないけど、なんとなく羊さんと娘さんの雰囲気って似てるなぁと、どうでも良い感想を抱いてたり。（こう、仲間なら頼れそうなろこと…とか…？いや、むむむ）「似たタイプの人はお互いに勘が働いて判断しやすい」という話を聞くので、ここに狼が入っていればお互いに上手く見抜けそう。
1日目,木こりトーマス,霊能者,>>142　ビーン直吊とかいっても、数日おかなきゃ灰直吊みたいな熟成吊りはできなさそうなのデース。★ビーンは吊りたくなりそうな人と、見極められそうな人の区別をすでにつけているのですか?優先して答えて下さらなくてもかまわないが。今、視野外に農宿と思って。まだ盲点があるかもしれないので、あと1日ちょいで手がかりを掴みたいとは。>>141リナ　つまり計算高い系ガールパメ…?　知らない。
1日目,シスターフリーデル,人狼,続き）逆に狼がいなければお互いに仲間として手を繋ぎ、村の議論も引っぱてくれそう。（初日だからできる薄いALLパッション論。と思ってたら、早速羊さん>>141から娘白が出てきてました！これで娘さんは羊さんをどう判断するか気になる。
1日目,行商人アルビン,村人,オットーボーイ>>126回答ありがとうございマース。了解デース。トーマスボーイ☆現時点ではわかりまセーン。初日から黒くなる狼なら占いがなくても捕まえられるとは思っていマース。カタリナガール>>127素直にとれば非狼印象デース。カタリナガールが狼なら霊出さないという意味デース。カタリナガールが狼ならアピするタイプということは覚えておきまショーウ。
1日目,シスターフリーデル,人狼,あ、とりあえず今回の霊能1-3は「屋樵は妙のCOを確認してから出た」ってことに目を惹かれちゃいました。。霊能って占いに比べて急いで出なくても疑われにくいものだと思ってたから、霊能全員が結構速やかにCOしたのが興味深くなってるんです。特に屋樵コンビ。この二人は「WDTがあったにも関わらず“様子見で待つ”でも“光速CO”でもない」というのが「屋樵は妙のCOにつられて出てきた」って感じ。
1日目,シスターフリーデル,人狼,この考えで行くとCO周りで策略出来そうなのに、ポロッと出てきた樵さんのは非偽要素。（屋さんは策略出来そうかは情報不足。樵さんは>>97で「占回してから～」という発想ができる時点で「遅く出るという選択肢があった」＝「策略出来た」と判断）よって雑ですが今のところ「樵真-屋偽-妙偽」妙さんもまだ分からないけど、偽なら狂かなぁ…WDTが気になるけど普通なら妙さんはロラで失うには惜しすぎるはず…
1日目,神父ジムゾン,占い師,ただいま帰りました。酒はすべてを忘れさせてくれる…君だけが友達だ…。まず僕のRCOが原因でしたら別ゲーにしてしまい申し訳ございません。優しい言葉をかけてくださった方はありがとうございます。おかげで毛根が絶滅せずに済みました。大好きです。ですが僕は地毛じゃないので占い先に私情は挟みませんし、狼さんにも擦り寄りは不毛だと申し上げておきます。地毛じゃないだけに。
